m,TagName,
"2012-10-01 00:00:00","ruby","2250"
"2012-10-01 00:00:00","swift","4"
"2012-11-01 00:00:00","assembly","302"
"2012-11-01 00:00:00","c","3178"
"2012-11-01 00:00:00","c#","12187"
"2012-11-01 00:00:00","c++","6244"
"2012-11-01 00:00:00","delphi","440"
"2012-11-01 00:00:00","go","102"
"2012-11-01 00:00:00","java","13517"
"2012-11-01 00:00:00","javascript","12283"
"2012-11-01 00:00:00","perl","636"
"2012-11-01 00:00:00","php","11689"
"2012-11-01 00:00:00","python","6377"
"2012-11-01 00:00:00","r","1344"
"2012-11-01 00:00:00","ruby","2123"
"2012-11-01 00:00:00","swift","4"
"2012-12-01 00:00:00","assembly","260"
"2012-12-01 00:00:00","c","2554"
"2012-12-01 00:00:00","c#","10893"
"2012-12-01 00:00:00","c++","5662"
"2012-12-01 00:00:00","delphi","426"
"2012-12-01 00:00:00","go","112"
"2012-12-01 00:00:00","java","12343"
"2012-12-01 00:00:00","javascript","11691"
"2012-12-01 00:00:00","perl","550"
"2012-12-01 00:00:00","php","10969"
"2012-12-01 00:00:00","python","5729"
"2012-12-01 00:00:00","r","1209"
"2012-12-01 00:00:00","ruby","1901"
"2012-12-01 00:00:00","swift","4"
"2013-01-01 00:00:00","assembly","290"
"2013-01-01 00:00:00","c","2892"
"2013-01-01 00:00:00","c#","12697"
"2013-01-01 00:00:00","c++","6007"
"2013-01-01 00:00:00","delphi","479"
"2013-01-01 00:00:00","go","100"
"2013-01-01 00:00:00","java","13628"
"2013-01-01 00:00:00","javascript","13726"
"2013-01-01 00:00:00","perl","659"
"2013-01-01 00:00:00","php","12787"
"2013-01-01 00:00:00","python","6539"
"2013-01-01 00:00:00","r","1504"
"2013-01-01 00:00:00","ruby","2295"
"2013-01-01 00:00:00","swift","5"
"2013-02-01 00:00:00","assembly","324"
"2013-02-01 00:00:00","c","3082"
"2013-02-01 00:00:00","c#","12437"
"2013-02-01 00:00:00","c++","6035"
"2013-02-01 00:00:00","delphi","444"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","java","13606"
"2013-02-01 00:00:00","javascript","13568"
"2013-02-01 00:00:00","perl","745"
"2013-02-01 00:00:00","php","12436"
"2013-02-01 00:00:00","python","6705"
"2013-02-01 00:00:00","r","1655"
"2013-02-01 00:00:00","ruby","2208"
"2013-02-01 00:00:00","swift","6"
"2013-03-01 00:00:00","assembly","367"
"2013-03-01 00:00:00","c","3413"
"2013-03-01 00:00:00","c#","14183"
"2013-03-01 00:00:00","c++","7147"
"2013-03-01 00:00:00","delphi","520"
"2013-03-01 00:00:00","go","126"
"2013-03-01 00:00:00","java","15814"
"2013-03-01 00:00:00","javascript","15213"
"2013-03-01 00:00:00","perl","849"
"2013-03-01 00:00:00","php","14000"
"2013-03-01 00:00:00","python","7582"
"2013-03-01 00:00:00","r","1839"
"2013-03-01 00:00:00","ruby","2549"
"2013-03-01 00:00:00","swift","5"
"2013-04-01 00:00:00","assembly","329"
"2013-04-01 00:00:00","c","3513"
"2013-04-01 00:00:00","c#","13811"
"2013-04-01 00:00:00","c++","7079"
"2013-04-01 00:00:00","delphi","506"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","java","16101"
"2013-04-01 00:00:00","javascript","15227"
"2013-04-01 00:00:00","perl","837"
"2013-04-01 00:00:00","php","13295"
"2013-04-01 00:00:00","python","7896"
"2013-04-01 00:00:00","r","1828"
"2013-04-01 00:00:00","ruby","2455"
"2013-04-01 00:00:00","swift","6"
"2013-05-01 00:00:00","assembly","299"
"2013-05-01 00:00:00","c","3178"
"2013-05-01 00:00:00","c#","13364"
"2013-05-01 00:00:00","c++","6789"
"2013-05-01 00:00:00","delphi","526"
"2013-05-01 00:00:00","go","141"
"2013-05-01 00:00:00","java","15136"
"2013-05-01 00:00:00","javascript","14957"
"2013-05-01 00:00:00","perl","900"
"2013-05-01 00:00:00","php","12980"
"2013-05-01 00:00:00","python","7772"
"2013-05-01 00:00:00","r","1772"
"2013-05-01 00:00:00","ruby","2331"
"2013-05-01 00:00:00","swift","2"
"2013-06-01 00:00:00","assembly","291"
"2013-06-01 00:00:00","c","2920"
"2013-06-01 00:00:00","c#","12689"
"2013-06-01 00:00:00","c++","6165"
"2013-06-01 00:00:00","delphi","473"
"2013-06-01 00:00:00","go","175"
"2013-06-01 00:00:00","java","13807"
"2013-06-01 00:00:00","javascript","14481"
"2013-06-01 00:00:00","perl","825"
"2013-06-01 00:00:00","php","12598"
"2013-06-01 00:00:00","python","7557"
"2013-06-01 00:00:00","r","1760"
"2013-06-01 00:00:00","ruby","2213"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","assembly","294"
"2013-07-01 00:00:00","c","2987"
"2013-07-01 00:00:00","c#","14052"
"2013-07-01 00:00:00","c++","6540"
"2013-07-01 00:00:00","delphi","502"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","java","15033"
"2013-07-01 00:00:00","javascript","16692"
"2013-07-01 00:00:00","perl","950"
"2013-07-01 00:00:00","php","14175"
"2013-07-01 00:00:00","python","8565"
"2013-07-01 00:00:00","r","1952"
"2013-07-01 00:00:00","ruby","2428"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","assembly","210"
"2013-08-01 00:00:00","c","2990"
"2013-08-01 00:00:00","c#","13743"
"2013-08-01 00:00:00","c++","6207"
"2013-08-01 00:00:00","delphi","446"
"2013-08-01 00:00:00","go","206"
"2013-08-01 00:00:00","java","14918"
"2013-08-01 00:00:00","javascript","16714"
"2013-08-01 00:00:00","perl","830"
"2013-08-01 00:00:00","php","14173"
"2013-08-01 00:00:00","python","7902"
"2013-08-01 00:00:00","r","1908"
"2013-08-01 00:00:00","ruby","2472"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","assembly","288"
"2013-09-01 00:00:00","c","3365"
"2013-09-01 00:00:00","c#","13642"
"2013-09-01 00:00:00","c++","6484"
"2013-09-01 00:00:00","delphi","485"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","java","16107"
"2013-09-01 00:00:00","javascript","17559"
"2013-09-01 00:00:00","perl","683"
"2013-09-01 00:00:00","php","14091"
"2013-09-01 00:00:00","python","7913"
"2013-09-01 00:00:00","r","1701"
"2013-09-01 00:00:00","ruby","2378"
"2013-09-01 00:00:00","swift","9"
"2013-10-01 00:00:00","assembly","375"
"2013-10-01 00:00:00","c","4213"
"2013-10-01 00:00:00","c#","15079"
"2013-10-01 00:00:00","c++","7909"
"2013-10-01 00:00:00","delphi","517"
"2013-10-01 00:00:00","go","210"
"2013-10-01 00:00:00","java","18550"
"2013-10-01 00:00:00","javascript","19569"
"2013-10-01 00:00:00","perl","813"
"2013-10-01 00:00:00","php","15158"
"2013-10-01 00:00:00","python","9429"
"2013-10-01 00:00:00","r","2076"
"2013-10-01 00:00:00","ruby","2781"
"2013-10-01 00:00:00","swift","10"
"2013-11-01 00:00:00","assembly","415"
"2013-11-01 00:00:00","c","4249"
"2013-11-01 00:00:00","c#","14478"
"2013-11-01 00:00:00","c++","8060"
"2013-11-01 00:00:00","delphi","456"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","java","18560"
"2013-11-01 00:00:00","javascript","18341"
"2013-11-01 00:00:00","perl","819"
"2013-11-01 00:00:00","php","14682"
"2013-11-01 00:00:00","python","9439"
"2013-11-01 00:00:00","r","2172"
"2013-11-01 00:00:00","ruby","2567"
"2013-11-01 00:00:00","swift","5"
"2013-12-01 00:00:00","assembly","353"
"2013-12-01 00:00:00","c","3480"
"2013-12-01 00:00:00","c#","13521"
"2013-12-01 00:00:00","c++","6957"
"2013-12-01 00:00:00","delphi","446"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","java","17286"
"2013-12-01 00:00:00","javascript","17890"
"2013-12-01 00:00:00","perl","760"
"2013-12-01 00:00:00","php","14236"
"2013-12-01 00:00:00","python","8390"
"2013-12-01 00:00:00","r","1901"
"2013-12-01 00:00:00","ruby","2428"
"2013-12-01 00:00:00","swift","10"
"2014-01-01 00:00:00","assembly","335"
"2014-01-01 00:00:00","c","3703"
"2014-01-01 00:00:00","c#","15216"
"2014-01-01 00:00:00","c++","7624"
"2014-01-01 00:00:00","delphi","484"
"2014-01-01 00:00:00","go","300"
"2014-01-01 00:00:00","java","18515"
"2014-01-01 00:00:00","javascript","20954"
"2014-01-01 00:00:00","perl","805"
"2014-01-01 00:00:00","php","16586"
"2014-01-01 00:00:00","python","9790"
"2014-01-01 00:00:00","r","2332"
"2014-01-01 00:00:00","ruby","2746"
"2014-01-01 00:00:00","swift","6"
"2014-02-01 00:00:00","assembly","372"
"2014-02-01 00:00:00","c","3949"
"2014-02-01 00:00:00","c#","15014"
"2014-02-01 00:00:00","c++","7607"
"2014-02-01 00:00:00","delphi","490"
"2014-02-01 00:00:00","go","203"
"2014-02-01 00:00:00","java","19057"
"2014-02-01 00:00:00","javascript","20985"
"2014-02-01 00:00:00","perl","787"
"2014-02-01 00:00:00","php","16314"
"2014-02-01 00:00:00","python","9840"
"2014-02-01 00:00:00","r","2610"
"2014-02-01 00:00:00","ruby","2588"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","447"
"2014-03-01 00:00:00","c","4527"
"2014-03-01 00:00:00","c#","16039"
"2014-03-01 00:00:00","c++","8606"
"2014-03-01 00:00:00","delphi","439"
"2014-03-01 00:00:00","go","254"
"2014-03-01 00:00:00","java","21738"
"2014-03-01 00:00:00","javascript","22483"
"2014-03-01 00:00:00","perl","906"
"2014-03-01 00:00:00","php","18108"
"2014-03-01 00:00:00","python","11353"
"2014-03-01 00:00:00","r","2786"
"2014-03-01 00:00:00","ruby","2936"
"2014-03-01 00:00:00","swift","5"
"2014-04-01 00:00:00","assembly","358"
"2014-04-01 00:00:00","c","3971"
"2014-04-01 00:00:00","c#","15173"
"2014-04-01 00:00:00","c++","8066"
"2014-04-01 00:00:00","delphi","385"
"2014-04-01 00:00:00","go","340"
"2014-04-01 00:00:00","java","20654"
"2014-04-01 00:00:00","javascript","21261"
"2014-04-01 00:00:00","perl","819"
"2014-04-01 00:00:00","php","17431"
"2014-04-01 00:00:00","python","10673"
"2014-04-01 00:00:00","r","2713"
"2014-04-01 00:00:00","ruby","2736"
"2014-04-01 00:00:00","swift","4"
"2014-05-01 00:00:00","assembly","326"
"2014-05-01 00:00:00","c","3230"
"2014-05-01 00:00:00","c#","13784"
"2014-05-01 00:00:00","c++","6719"
"2014-05-01 00:00:00","delphi","468"
"2014-05-01 00:00:00","go","278"
"2014-05-01 00:00:00","java","17770"
"2014-05-01 00:00:00","javascript","19596"
"2014-05-01 00:00:00","perl","793"
"2014-05-01 00:00:00","php","14577"
"2014-05-01 00:00:00","python","9173"
"2014-05-01 00:00:00","r","2572"
"2014-05-01 00:00:00","ruby","2667"
"2014-05-01 00:00:00","swift","9"
"2014-06-01 00:00:00","assembly","264"
"2014-06-01 00:00:00","c","2746"
"2014-06-01 00:00:00","c#","12371"
"2014-06-01 00:00:00","c++","5607"
"2014-06-01 00:00:00","delphi","414"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","java","15755"
"2014-06-01 00:00:00","javascript","18139"
"2014-06-01 00:00:00","perl","675"
"2014-06-01 00:00:00","php","12831"
"2014-06-01 00:00:00","python","8856"
"2014-06-01 00:00:00","r","2385"
"2014-06-01 00:00:00","ruby","2322"
"2014-06-01 00:00:00","swift","2380"
"2014-07-01 00:00:00","assembly","212"
"2014-07-01 00:00:00","c","2807"
"2014-07-01 00:00:00","c#","13548"
"2014-07-01 00:00:00","c++","6216"
"2014-07-01 00:00:00","delphi","441"
"2014-07-01 00:00:00","go","450"
"2014-07-01 00:00:00","java","17211"
"2014-07-01 00:00:00","javascript","19957"
"2014-07-01 00:00:00","perl","732"
"2014-07-01 00:00:00","php","14128"
"2014-07-01 00:00:00","python","9852"
"2014-07-01 00:00:00","r","2615"
"2014-07-01 00:00:00","ruby","2547"
"2014-07-01 00:00:00","swift","1630"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c","2665"
"2014-08-01 00:00:00","c#","12396"
"2014-08-01 00:00:00","c++","5835"
"2014-08-01 00:00:00","delphi","422"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","java","15597"
"2014-08-01 00:00:00","javascript","18298"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","php","13073"
"2014-08-01 00:00:00","python","9066"
"2014-08-01 00:00:00","r","2453"
"2014-08-01 00:00:00","ruby","2454"
"2014-08-01 00:00:00","swift","1685"
"2014-09-01 00:00:00","assembly","274"
"2014-09-01 00:00:00","c","3209"
"2014-09-01 00:00:00","c#","12236"
"2014-09-01 00:00:00","c++","6136"
"2014-09-01 00:00:00","delphi","443"
"2014-09-01 00:00:00","go","389"
"2014-09-01 00:00:00","java","16518"
"2014-09-01 00:00:00","javascript","17977"
"2014-09-01 00:00:00","perl","678"
"2014-09-01 00:00:00","php","13204"
"2014-09-01 00:00:00","python","8711"
"2014-09-01 00:00:00","r","2351"
"2014-09-01 00:00:00","ruby","2260"
"2014-09-01 00:00:00","swift","1889"
"2014-10-01 00:00:00","assembly","386"
"2014-10-01 00:00:00","c","3775"
"2014-10-01 00:00:00","c#","12452"
"2014-10-01 00:00:00","c++","6777"
"2014-10-01 00:00:00","delphi","407"
"2014-10-01 00:00:00","go","378"
"2014-10-01 00:00:00","java","17734"
"2014-10-01 00:00:00","javascript","18784"
"2014-10-01 00:00:00","perl","638"
"2014-10-01 00:00:00","php","13421"
"2014-10-01 00:00:00","python","9527"
"2014-10-01 00:00:00","r","2756"
"2014-10-01 00:00:00","ruby","2336"
"2014-10-01 00:00:00","swift","2451"
"2014-11-01 00:00:00","assembly","377"
"2014-11-01 00:00:00","c","3637"
"2014-11-01 00:00:00","c#","11775"
"2014-11-01 00:00:00","c++","6506"
"2014-11-01 00:00:00","delphi","422"
"2014-11-01 00:00:00","go","335"
"2014-11-01 00:00:00","java","17679"
"2014-11-01 00:00:00","javascript","17852"
"2014-11-01 00:00:00","perl","656"
"2014-11-01 00:00:00","php","12895"
"2014-11-01 00:00:00","python","9515"
"2014-11-01 00:00:00","r","2693"
"2014-11-01 00:00:00","ruby","2105"
"2014-11-01 00:00:00","swift","2542"
"2014-12-01 00:00:00","assembly","320"
"2014-12-01 00:00:00","c","3137"
"2014-12-01 00:00:00","c#","11001"
"2014-12-01 00:00:00","c++","6031"
"2014-12-01 00:00:00","delphi","313"
"2014-12-01 00:00:00","go","349"
"2014-12-01 00:00:00","java","16225"
"2014-12-01 00:00:00","javascript","16868"
"2014-12-01 00:00:00","perl","564"
"2014-12-01 00:00:00","php","12194"
"2014-12-01 00:00:00","python","8996"
"2014-12-01 00:00:00","r","2346"
"2014-12-01 00:00:00","ruby","2138"
"2014-12-01 00:00:00","swift","2472"
"2015-01-01 00:00:00","assembly","332"
"2015-01-01 00:00:00","c","3198"
"2015-01-01 00:00:00","c#","11687"
"2015-01-01 00:00:00","c++","6095"
"2015-01-01 00:00:00","delphi","376"
"2015-01-01 00:00:00","go","468"
"2015-01-01 00:00:00","java","16427"
"2015-01-01 00:00:00","javascript","18415"
"2015-01-01 00:00:00","perl","588"
"2015-01-01 00:00:00","php","13483"
"2015-01-01 00:00:00","python","9632"
"2015-01-01 00:00:00","r","2668"
"2015-01-01 00:00:00","ruby","2413"
"2015-01-01 00:00:00","swift","3039"
"2015-02-01 00:00:00","assembly","355"
"2015-02-01 00:00:00","c","3350"
"2015-02-01 00:00:00","c#","11736"
"2015-02-01 00:00:00","c++","6437"
"2015-02-01 00:00:00","delphi","411"
"2015-02-01 00:00:00","go","380"
"2015-02-01 00:00:00","java","16651"
"2015-02-01 00:00:00","javascript","18554"
"2015-02-01 00:00:00","perl","561"
"2015-02-01 00:00:00","php","13409"
"2015-02-01 00:00:00","python","10159"
"2015-02-01 00:00:00","r","2954"
"2015-02-01 00:00:00","ruby","2254"
"2015-02-01 00:00:00","swift","3224"
"2015-03-01 00:00:00","assembly","379"
"2015-03-01 00:00:00","c","3904"
"2015-03-01 00:00:00","c#","13201"
"2015-03-01 00:00:00","c++","7358"
"2015-03-01 00:00:00","delphi","408"
"2015-03-01 00:00:00","go","468"
"2015-03-01 00:00:00","java","19646"
"2015-03-01 00:00:00","javascript","20413"
"2015-03-01 00:00:00","perl","628"
"2015-03-01 00:00:00","php","14807"
"2015-03-01 00:00:00","python","11535"
"2015-03-01 00:00:00","r","3549"
"2015-03-01 00:00:00","ruby","2452"
"2015-03-01 00:00:00","swift","3577"
"2015-04-01 00:00:00","assembly","433"
"2015-04-01 00:00:00","c","3935"
"2015-04-01 00:00:00","c#","13028"
"2015-04-01 00:00:00","c++","7109"
"2015-04-01 00:00:00","delphi","386"
"2015-04-01 00:00:00","go","386"
"2015-04-01 00:00:00","java","19691"
"2015-04-01 00:00:00","javascript","20810"
"2015-04-01 00:00:00","perl","574"
"2015-04-01 00:00:00","php","14852"
"2015-04-01 00:00:00","python","11375"
"2015-04-01 00:00:00","r","3311"
"2015-04-01 00:00:00","ruby","2493"
"2015-04-01 00:00:00","swift","3999"
"2015-05-01 00:00:00","assembly","366"
"2015-05-01 00:00:00","c","3508"
"2015-05-01 00:00:00","c#","13301"
"2015-05-01 00:00:00","c++","6784"
"2015-05-01 00:00:00","delphi","399"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","java","18431"
"2015-05-01 00:00:00","javascript","22031"
"2015-05-01 00:00:00","perl","525"
"2015-05-01 00:00:00","php","14460"
"2015-05-01 00:00:00","python","11168"
"2015-05-01 00:00:00","r","3408"
"2015-05-01 00:00:00","ruby","2498"
"2015-05-01 00:00:00","swift","3780"
"2015-06-01 00:00:00","assembly","265"
"2015-06-01 00:00:00","c","3151"
"2015-06-01 00:00:00","c#","13477"
"2015-06-01 00:00:00","c++","6491"
"2015-06-01 00:00:00","delphi","386"
"2015-06-01 00:00:00","go","421"
"2015-06-01 00:00:00","java","17751"
"2015-06-01 00:00:00","javascript","22506"
"2015-06-01 00:00:00","perl","569"
"2015-06-01 00:00:00","php","14252"
"2015-06-01 00:00:00","python","11736"
"2015-06-01 00:00:00","r","3411"
"2015-06-01 00:00:00","ruby","2570"
"2015-06-01 00:00:00","swift","4310"
"2015-07-01 00:00:00","assembly","259"
"2015-07-01 00:00:00","c","2801"
"2015-07-01 00:00:00","c#","14054"
"2015-07-01 00:00:00","c++","6676"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","go","465"
"2015-07-01 00:00:00","java","18586"
"2015-07-01 00:00:00","javascript","23845"
"2015-07-01 00:00:00","perl","578"
"2015-07-01 00:00:00","php","15252"
"2015-07-01 00:00:00","python","12264"
"2015-07-01 00:00:00","r","3971"
"2015-07-01 00:00:00","ruby","2578"
"2015-07-01 00:00:00","swift","5128"
"2015-08-01 00:00:00","assembly","218"
"2015-08-01 00:00:00","c","2564"
"2015-08-01 00:00:00","c#","13180"
"2015-08-01 00:00:00","c++","5855"
"2015-08-01 00:00:00","delphi","384"
"2015-08-01 00:00:00","go","445"
"2015-08-01 00:00:00","java","17005"
"2015-08-01 00:00:00","javascript","22055"
"2015-08-01 00:00:00","perl","551"
"2015-08-01 00:00:00","php","14136"
"2015-08-01 00:00:00","python","11183"
"2015-08-01 00:00:00","r","3489"
"2015-08-01 00:00:00","ruby","2308"
"2015-08-01 00:00:00","swift","5069"
"2015-09-01 00:00:00","assembly","257"
"2015-09-01 00:00:00","c","3079"
"2015-09-01 00:00:00","c#","12889"
"2015-09-01 00:00:00","c++","5895"
"2015-09-01 00:00:00","delphi","356"
"2015-09-01 00:00:00","go","417"
"2015-09-01 00:00:00","java","16864"
"2015-09-01 00:00:00","javascript","21314"
"2015-09-01 00:00:00","perl","464"
"2015-09-01 00:00:00","php","13423"
"2015-09-01 00:00:00","python","10933"
"2015-09-01 00:00:00","r","3316"
"2015-09-01 00:00:00","ruby","2153"
"2015-09-01 00:00:00","swift","4532"
"2015-10-01 00:00:00","assembly","428"
"2015-10-01 00:00:00","c","3665"
"2015-10-01 00:00:00","c#","12757"
"2015-10-01 00:00:00","c++","7027"
"2015-10-01 00:00:00","delphi","421"
"2015-10-01 00:00:00","go","425"
"2015-10-01 00:00:00","java","18467"
"2015-10-01 00:00:00","javascript","21724"
"2015-10-01 00:00:00","perl","495"
"2015-10-01 00:00:00","php","13811"
"2015-10-01 00:00:00","python","12448"
"2015-10-01 00:00:00","r","3667"
"2015-10-01 00:00:00","ruby","2186"
"2015-10-01 00:00:00","swift","4284"
"2015-11-01 00:00:00","assembly","401"
"2015-11-01 00:00:00","c","3598"
"2015-11-01 00:00:00","c#","12338"
"2015-11-01 00:00:00","c++","7068"
"2015-11-01 00:00:00","delphi","388"
"2015-11-01 00:00:00","go","432"
"2015-11-01 00:00:00","java","17695"
"2015-11-01 00:00:00","javascript","21170"
"2015-11-01 00:00:00","perl","463"
"2015-11-01 00:00:00","php","13203"
"2015-11-01 00:00:00","python","12251"
"2015-11-01 00:00:00","r","3530"
"2015-11-01 00:00:00","ruby","1953"
"2015-11-01 00:00:00","swift","4307"
"2015-12-01 00:00:00","assembly","350"
"2015-12-01 00:00:00","c","3080"
"2015-12-01 00:00:00","c#","12098"
"2015-12-01 00:00:00","c++","6542"
"2015-12-01 00:00:00","delphi","315"
"2015-12-01 00:00:00","go","418"
"2015-12-01 00:00:00","java","16474"
"2015-12-01 00:00:00","javascript","20990"
"2015-12-01 00:00:00","perl","477"
"2015-12-01 00:00:00","php","13619"
"2015-12-01 00:00:00","python","11611"
"2015-12-01 00:00:00","r","3172"
"2015-12-01 00:00:00","ruby","2026"
"2015-12-01 00:00:00","swift","4361"
"2016-01-01 00:00:00","assembly","247"
"2016-01-01 00:00:00","c","3033"
"2016-01-01 00:00:00","c#","12324"
"2016-01-01 00:00:00","c++","6083"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","go","494"
"2016-01-01 00:00:00","java","16555"
"2016-01-01 00:00:00","javascript","22425"
"2016-01-01 00:00:00","perl","445"
"2016-01-01 00:00:00","php","14440"
"2016-01-01 00:00:00","python","12310"
"2016-01-01 00:00:00","r","3525"
"2016-01-01 00:00:00","ruby","2140"
"2016-01-01 00:00:00","swift","4767"
"2016-02-01 00:00:00","assembly","346"
"2016-02-01 00:00:00","c","3267"
"2016-02-01 00:00:00","c#","12693"
"2016-02-01 00:00:00","c++","6535"
"2016-02-01 00:00:00","delphi","355"
"2016-02-01 00:00:00","go","540"
"2016-02-01 00:00:00","java","17768"
"2016-02-01 00:00:00","javascript","22366"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","php","14785"
"2016-02-01 00:00:00","python","13214"
"2016-02-01 00:00:00","r","3576"
"2016-02-01 00:00:00","ruby","2246"
"2016-02-01 00:00:00","swift","4735"
"2016-03-01 00:00:00","assembly","435"
"2016-03-01 00:00:00","c","3430"
"2016-03-01 00:00:00","c#","13552"
"2016-03-01 00:00:00","c++","6993"
"2016-03-01 00:00:00","delphi","338"
"2016-03-01 00:00:00","go","592"
"2016-03-01 00:00:00","java","19790"
"2016-03-01 00:00:00","javascript","23975"
"2016-03-01 00:00:00","perl","467"
"2016-03-01 00:00:00","php","15000"
"2016-03-01 00:00:00","python","14022"
"2016-03-01 00:00:00","r","4036"
"2016-03-01 00:00:00","ruby","2255"
"2016-03-01 00:00:00","swift","5055"
"2016-04-01 00:00:00","assembly","413"
"2016-04-01 00:00:00","c","3347"
"2016-04-01 00:00:00","c#","13660"
"2016-04-01 00:00:00","c++","6872"
"2016-04-01 00:00:00","delphi","326"
"2016-04-01 00:00:00","go","601"
"2016-04-01 00:00:00","java","19398"
"2016-04-01 00:00:00","javascript","23341"
"2016-04-01 00:00:00","perl","492"
"2016-04-01 00:00:00","php","14353"
"2016-04-01 00:00:00","python","13587"
"2016-04-01 00:00:00","r","4115"
"2016-04-01 00:00:00","ruby","2211"
"2016-04-01 00:00:00","swift","4734"
"2016-05-01 00:00:00","assembly","324"
"2016-05-01 00:00:00","c","2714"
"2016-05-01 00:00:00","c#","13449"
"2016-05-01 00:00:00","c++","6110"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","go","577"
"2016-05-01 00:00:00","java","16934"
"2016-05-01 00:00:00","javascript","22887"
"2016-05-01 00:00:00","perl","485"
"2016-05-01 00:00:00","php","14336"
"2016-05-01 00:00:00","python","13065"
"2016-05-01 00:00:00","r","3788"
"2016-05-01 00:00:00","ruby","2127"
"2016-05-01 00:00:00","swift","4396"
"2016-06-01 00:00:00","assembly","288"
"2016-06-01 00:00:00","c","2291"
"2016-06-01 00:00:00","c#","13015"
"2016-06-01 00:00:00","c++","5693"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","go","546"
"2016-06-01 00:00:00","java","15862"
"2016-06-01 00:00:00","javascript","22058"
"2016-06-01 00:00:00","perl","434"
"2016-06-01 00:00:00","php","13536"
"2016-06-01 00:00:00","python","12866"
"2016-06-01 00:00:00","r","3852"
"2016-06-01 00:00:00","ruby","2100"
"2016-06-01 00:00:00","swift","4779"
"2016-07-01 00:00:00","assembly","202"
"2016-07-01 00:00:00","c","2340"
"2016-07-01 00:00:00","c#","11940"
"2016-07-01 00:00:00","c++","5446"
"2016-07-01 00:00:00","delphi","242"
"2016-07-01 00:00:00","go","536"
"2016-07-01 00:00:00","java","14879"
"2016-07-01 00:00:00","javascript","22088"
"2016-07-01 00:00:00","perl","413"
"2016-07-01 00:00:00","php","12825"
"2016-07-01 00:00:00","python","12774"
"2016-07-01 00:00:00","r","3739"
"2016-07-01 00:00:00","ruby","1895"
"2016-07-01 00:00:00","swift","4912"
"2016-08-01 00:00:00","assembly","256"
"2016-08-01 00:00:00","c","2201"
"2016-08-01 00:00:00","c#","12680"
"2016-08-01 00:00:00","c++","5003"
"2016-08-01 00:00:00","delphi","337"
"2016-08-01 00:00:00","go","567"
"2016-08-01 00:00:00","java","15131"
"2016-08-01 00:00:00","javascript","22570"
"2016-08-01 00:00:00","perl","457"
"2016-08-01 00:00:00","php","12820"
"2016-08-01 00:00:00","python","12872"
"2016-08-01 00:00:00","r","3778"
"2016-08-01 00:00:00","ruby","1872"
"2016-08-01 00:00:00","swift","4886"
"2016-09-01 00:00:00","assembly","335"
"2016-09-01 00:00:00","c","2499"
"2016-09-01 00:00:00","c#","11061"
"2016-09-01 00:00:00","c++","5119"
"2016-09-01 00:00:00","delphi","287"
"2016-09-01 00:00:00","go","510"
"2016-09-01 00:00:00","java","14589"
"2016-09-01 00:00:00","javascript","20339"
"2016-09-01 00:00:00","perl","461"
"2016-09-01 00:00:00","php","12039"
"2016-09-01 00:00:00","python","12295"
"2016-09-01 00:00:00","r","3298"
"2016-09-01 00:00:00","ruby","1919"
"2016-09-01 00:00:00","swift","4838"
"2016-10-01 00:00:00","assembly","396"
"2016-10-01 00:00:00","c","3197"
"2016-10-01 00:00:00","c#","11421"
"2016-10-01 00:00:00","c++","5951"
"2016-10-01 00:00:00","delphi","268"
"2016-10-01 00:00:00","go","529"
"2016-10-01 00:00:00","java","15252"
"2016-10-01 00:00:00","javascript","20347"
"2016-10-01 00:00:00","perl","400"
"2016-10-01 00:00:00","php","12156"
"2016-10-01 00:00:00","python","13460"
"2016-10-01 00:00:00","r","3770"
"2016-10-01 00:00:00","ruby","1816"
"2016-10-01 00:00:00","swift","4720"
"2016-11-01 00:00:00","assembly","411"
"2016-11-01 00:00:00","c","3253"
"2016-11-01 00:00:00","c#","11613"
"2016-11-01 00:00:00","c++","6049"
"2016-11-01 00:00:00","delphi","275"
"2016-11-01 00:00:00","go","476"
"2016-11-01 00:00:00","java","15587"
